label,text
1,satire smug self congratulatory kind let audience completely hook
2,film boasted clearer memorable creepiness would gotten skin
0,people would n know subtle characterization put giant furry monster costume gave lapdance
1,imagine tony hawk skating video interspliced footage behind enemy line set jersey shore techno
2,n quite work enough make u look forward russos next offering
1,film featuring young child threatened terrorist bomb longer pas mere entertainment
1,director twitchy sketchbook style adroit perspective shift grow wearisome amid leaden pacing indifferent craftsmanship notably wretched sound design
1,satisfying predictable fare local drive
1,apparently kissing lead suicide attempt tragic death
0,marisa tomei good kiss mess
0,open funeral end protagonist death bed n get much livelier three hour
1,noble tradition men drag hit time low sorority boy whose maker apparently believe woman clothing cover deficiency acting writing direction
2,portray modern woman way director davis done unthinkable
2,simple good
0,flaccid drama exasperatingly slow journey
1,chaotic panorama busy flying lot metaphoric flag
0,suffers rambling repetitive dialogue visual drabness endemic digital video
1,screenplay sabotage movie strength almost every juncture
0,character stereotype interaction numbingly predictable
0,trashy exploitative thoroughly unpleasant experience
1,performance leaden michael rymer direction bloodless dialogue corny audience laugh loud
2,subtle variation spit grave purported heroine pathologically avenges hatred men
1,reggio trippy ambitious downer also sometimes come across like nothing glorified nike ad
1,tweedy talk canning stockbroker repairing pool yearn airborne tv set nude groupie nod liven thing
1,somebody bored decided make dull pretentious version jesus son come something like bart freundlich world traveler
1,best say uninspired barely give one pause considering dreck right
3,tough go leigh depth rigor skill inspiring accomplished portrayal impressive lack showiness offset notable degree film often mined despairing milieu
1,overstuffed compendium teen catholic movie dogma
2,leisurely paced visually drab good succeeds sporadically amusing
2,ben affleck jack ryan tom clancy intrepid hero
0,ridiculous
3,next
2,j qualls indiana jones
2,tom green han solo
1,movie biggest offense complete utter lack tension
2,film directed wally wolodarsky script joe jarvis greg coolidge
0,name remember order avoid future
0,resurrection halloween franchise would better dead
1,formulaic chiller little boost stallone career
1,saw knockaround guy yesterday already detail faded like photograph spanish american war unmemorable turned ballpoint note invisible ink
1,though avary done best make something elli nothing novel end rule barely worth following
2,average local news columnist bigger rant war modern landscape architecture small town america
2,worse lot crap offered summer slightly better men black far slapdash extraterrestrial comedy go
1,plot predictable sentimental viewer likely lose interest sandrine goat walk sunset
1,first sight blind man directing film hilarious film go joke wear thin
1,never swing false sentiment unfunny madcap comedy along way expects audience invest central relationship kind marriage true mind
0,story uninteresting song painfully undistinguished might giant one u may tuneless tune ever composed
1,technically film interesting insurance commercial
0,title lameness clue bad movie
2,part better whole bizarre funny tragic like love new york
2,film shuns glamour glitz american movie might demand scherfig toss u romantic scenario simplistic hollywood production
1,humor hinged belief knee crotch elbow face spit eye inherently funny
1,movie forged fire chick flick hell
1,character thinner cardboard even comic book paper
0,one episode soprano would send ill conceived folly sleep fish
2,feel like grittiest movie ever made lifetime cable television network
1,lanie professional success mean must failure life driven ambition n know fun
3,credit must given harland williams michael rosenbaum barry watson inject far good natured spirit talent project deserves
0,denzel washington effort sunk sanctimony
0,holiday movie supposed gift somebody unwrapped early took good stuff left behind crap literally
2,faithful doldrums quite urban quite suburban milieu viewer recoiling reality check
0,ramble disjointed substandard fashion one poorly executed action sequence next
1,audience could funnier innocent
1,imagine one thing worse kevin spacey trying irish accent sultry linda fiorentino thing
1,awkward indigestible movie
1,movie little offer besides unintentional laugh
2,haneke keep u arm length
0,guided intellect heart story flattens instead sharpens
